Date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL
2017-03-01,,70.376,132.0,,1.8787,,16.297,1.37331,1.8978,,,2.0588,84.46,1.95583,,1806.09,1.0539,1.4847,7.17,,1.0538,,70.26,11.0069,1.9921,,2.1241,1.40607,1383.02,1.06419,0.02545,685.12,,7.2589,3090.06,586.98,1.0496,,,27.0161,187.44,7.4331,,117.004,17.0358,16.185,24.1288,1,2.1818,0.8554,0.85772,2.6921,,4.978,,46.974,9860.3,7.767,218.1,8.1904,24.751,7.42,69.09,307.26,14063.0,3.8619,,70.3886,,34199.4,112.399,,,0.7454,120.034,,72.89,4225.8,491.97,,1200.8,0.3221,0.8637,330.84,,1594.9,159.31,96.489,13.7286,,,1.5028,10.656,20.96,3229.3,61.374,1430.68,2605.42,8.4352,,,37.541,16.39,766.623,20.91393,4.6913,74.318,13.722,,31.24,8.87301,,1.47553,0.4055,1.054,3.438,3.3408,53.074,110.43,4.2791,5871.68,3.8398,,123.2431,61.398,868.13,3.9553,8.1728,14.292,7.052,9.5442,1.4864,0.8529,,7884.99,608.53,7.914,,,,,13.7278,36.874,8.4599,3.7001,2.4307,2.3714,3.8417,7.0833,32.454,2353.36,28.7647,3783.9,1.05508,29.73,3618.06,10.52,,24028.0,112.85,,655.957,,,2.8469,,0.7811,,,263.67,13.7259,,,
2017-03-02,,70.115,132.1,,1.8715,,16.18,1.38735,1.8898,,1.9504,2.0562,84.01,1.95583,,1784.17,1.0495,1.4828,7.14,,1.052,,70.31,10.9755,1.9896,,2.1159,1.40698,1382.47,1.06451,0.02559,688.85,,7.2344,3122.69,586.76,1.0456,,,27.0178,186.78,7.4332,,116.874,16.9534,16.144,24.0,1,2.1757,0.8538,0.85629,2.6151,,4.977,,46.705,9792.2,7.741,217.26,8.1543,24.729,7.415,68.82,309.36,14026.0,3.8823,,70.1624,,34072.0,113.052,,,0.7424,120.176,,72.84,4205.7,491.97,,1206.8,0.3212,0.8605,331.88,,1584.2,159.14,96.118,13.8302,,,1.4989,10.639,20.879,3225.2,61.372,1425.17,2595.39,8.3997,,,37.62,16.39,763.599,21.01743,4.6734,74.48,13.685,,31.13,8.911,,1.48795,0.4039,1.05,3.45,3.3313,52.872,110.0,4.2968,5790.86,3.8242,,123.1945,61.731,865.06,3.9381,8.1648,14.0,6.7317,9.54472,1.4833,0.8513,,7843.69,605.78,7.8835,,,,,13.8424,36.784,8.4226,3.6835,2.436,2.3616,3.9154,7.0638,32.351,2344.3,28.4859,3766.2,1.05065,29.59,3601.91,10.48,,23961.0,113.32,,655.957,,,2.8361,,0.7806,,,262.53,13.8175,,,
2017-03-03,,70.884,,,1.892,,16.389,1.39587,1.9106,,1.9463,,85.08,1.95583,,1804.25,1.0609,1.4957,7.26,,1.0635,,70.13,10.9995,2.0274,,2.1391,1.41851,1399.75,1.06912,0.02593,697.87,,7.3229,3154.19,593.12,1.0568,,,,188.83,7.43374,,117.802,17.1793,16.321,23.9641,1,2.2097,0.8614,0.86389,2.5522,,5.0104,,47.207,9950.8,7.821,221.85,8.243,25.0,7.4144,69.58,308.81,14204.0,3.9262,,70.9208,,34445.4,113.467,,,0.7518,121.108,,72.8,4246.1,491.97,,1221.6,0.3247,0.8697,337.18,,1601.5,159.48,98.234,13.8213,,,1.522,10.689,21.055,3272.2,61.665,1445.05,2623.84,8.4917,,,38.086,16.57,771.968,,4.73,75.297,13.835,,31.43,,,1.50677,0.4084,1.061,3.483,3.3449,53.38,111.2,4.3036,5817.85,3.8661,,123.3748,62.148,874.68,3.9818,8.235,14.161,6.8055,9.52682,1.4946,0.8589,,7925.41,612.79,7.97,,,,,13.9306,37.161,8.4103,3.709,2.4334,2.3893,3.9389,7.1304,32.875,2370.0,28.8937,3819.2,1.06182,29.9,3637.1,10.58,,24251.0,116.52,,655.957,,,2.8665,,0.7847,,,265.41,13.8183,,,
2017-03-05,,,,,,,,,,,,2.0595,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0171,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.77643,,,,,,8.94429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,,70.599,,,1.8847,,16.354,1.39626,1.9032,,1.9552,2.0678,84.82,1.95583,,1797.58,1.0568,1.4928,7.23,,1.0594,,70.81,11.0668,2.009,,2.1309,1.41872,1396.45,1.07092,0.026,699.87,,7.2973,3138.14,590.86,1.0532,,,27.0198,188.09,7.4327,,117.23,17.7264,16.237,24.238,1,2.2057,0.8619,0.86445,2.5758,,4.9754,,47.127,9930.3,7.79,218.84,8.215,24.851,7.4055,69.23,309.64,14161.0,3.8895,,70.5405,,34314.2,112.629,,,0.7479,120.562,,73.3,4225.4,491.97,,1220.0,0.3235,0.8662,333.29,,1595.2,160.084,96.795,13.748,,,1.5134,10.669,20.941,3250.0,61.384,1434.16,2611.57,8.4598,,,37.991,16.48,768.981,20.73743,4.7053,75.005,13.782,,31.31,8.9868,,1.51349,0.4068,1.057,3.481,3.3496,53.324,110.75,4.3072,5734.29,3.8513,,123.3025,61.579,871.05,3.967,8.226,14.187,6.7792,9.54407,1.4942,0.8594,,7982.56,612.56,7.9285,,,,,13.8005,37.06,8.4854,3.7117,2.4264,2.3779,3.9281,7.1022,32.802,2360.82,28.6444,3801.2,1.05815,29.75,3673.85,10.56,,24114.0,114.09,,655.957,,,2.8549,,0.7851,,,264.38,13.7936,,,
2017-03-07,,70.607,132.2,,1.8821,,16.449,1.39256,1.9005,,1.9497,2.0666,84.78,1.95583,,1795.37,1.0553,1.4894,7.18,,1.0581,,70.53,11.009,2.007,,2.1283,1.417,1396.67,1.07059,0.02585,696.18,,7.291,3118.65,592.75,1.0516,,,27.0072,188.05,7.43257,,117.13,18.4936,16.468,24.1696,1,,0.8631,0.8656,2.6011,,4.8524,,47.091,9904.0,7.776,218.57,8.2026,24.869,7.4038,69.15,309.97,14142.0,3.8832,,70.4192,,34276.4,115.264,,,0.7472,120.449,,73.11,4219.6,491.97,,1213.3,0.3233,0.8652,332.85,,1594.0,160.051,95.623,13.7192,,,1.5112,10.669,21.06,3258.7,61.373,1430.33,2605.86,8.4471,,,37.844,16.47,767.127,20.5857,4.6986,74.915,13.68,,31.33,8.93084,,1.51838,0.4061,1.055,3.465,3.3478,53.13,110.63,4.3034,5728.81,3.8469,,123.3907,61.437,869.88,3.961,,14.167,6.7711,9.5237,1.4909,0.8606,,7914.68,610.63,7.907,,,,,13.7286,37.061,8.4711,3.6988,2.4189,2.381,3.8874,7.0824,32.635,2358.0,28.5996,3789.0,1.05672,29.91,,10.55,,24086.0,113.97,,655.957,,,2.8516,,0.7845,,,263.75,13.7033,,,
2017-03-08,,70.389,132.1,,1.878,,16.466,1.40094,1.8958,,1.9479,2.0638,84.74,1.95583,,1791.67,1.0528,1.4931,7.21,,1.0556,,70.38,10.9603,2.0018,,2.1233,1.42228,1353.11,1.06967,0.02596,699.08,,7.2852,3154.37,590.62,1.0494,,,27.0171,187.83,7.4332,,116.909,18.7073,16.2,,1,2.2049,0.8638,0.8661,2.5983,,4.8567,,47.049,9728.4,7.765,217.89,8.1857,24.758,7.4215,68.85,310.75,14118.0,3.8885,,70.4169,,34203.8,115.068,,,0.7452,120.617,,,4199.5,491.97,,1214.9,0.3221,0.8631,332.07,,1596.0,159.844,95.398,13.8231,,,1.5016,10.658,20.846,3227.4,61.366,1433.29,2593.88,8.4304,,,37.776,16.33,758.914,20.749,4.6947,73.203,13.818,,31.21,8.999,,1.52589,0.4053,1.053,3.473,3.3301,53.039,110.38,4.3061,5730.83,3.8369,,123.4474,62.027,868.24,3.9525,8.1708,14.092,7.0463,9.53822,1.4944,0.8613,,7823.15,609.09,7.911,,,,,13.865,37.174,8.4654,3.6977,2.4219,2.408,3.9472,7.0776,32.532,2352.46,28.5323,3783.5,1.05406,29.83,3663.2,10.55,,24024.0,114.21,,655.957,,,2.8448,,0.7838,,,262.86,13.852,,,
2017-03-09,,70.682,,,1.8841,,16.437,1.40974,1.9026,,1.9528,2.0639,84.7,1.95583,,1798.82,1.0563,1.5018,7.21,,1.0595,,70.17,11.0449,2.0198,,2.1311,1.42875,1379.69,1.07043,0.02615,704.04,,7.3057,3172.22,587.55,1.0523,,,27.0171,188.04,7.434,,117.399,18.7961,16.485,23.8248,1,2.2223,0.8672,0.86992,2.5907,,4.8333,,47.281,9859.9,7.79,218.71,8.2116,24.896,7.4273,69.11,311.52,14176.0,3.8933,,70.6234,,34330.1,112.299,,,0.7477,121.702,,73.04,4207.3,491.97,,1224.9,0.3237,0.8661,334.53,,1591.5,160.055,95.749,14.152,,,1.5192,10.667,20.998,3249.2,61.359,1448.09,2598.05,8.4569,,,37.789,16.43,764.168,20.9736,4.7196,75.014,14.084,,31.37,9.08459,,1.53308,0.4067,1.056,3.48,3.3438,53.277,110.74,4.3248,5741.48,3.8518,,123.6289,62.636,871.63,3.9653,8.2633,14.26,6.78,9.56826,1.503,0.8647,,7879.84,610.9,7.8731,,,,,14.1205,37.362,,3.7044,2.4178,2.4161,3.9899,7.0682,32.795,2361.11,28.5209,3790.6,1.0576,30.12,3685.54,10.56,,24117.0,114.76,,655.957,,,2.8545,,0.7836,,,264.03,14.0861,,,
2017-03-10,,71.219,132.2,,1.9119,,16.496,1.41299,1.9198,,1.9523,,85.6,1.95583,,1814.54,1.0661,1.505,7.29,,1.0687,,70.69,11.1468,2.0373,,2.1496,1.43496,1419.38,1.07975,0.0263,708.46,,7.3689,3179.36,596.9,1.0631,,,,190.39,7.43315,,117.902,18.936,16.401,24.469,1,2.2376,0.875,0.8774,2.6208,,4.8625,,47.635,10007.9,7.861,222.93,8.2853,25.08,7.4165,73.8,312.38,14317.0,3.9193,,71.0318,,34627.3,115.39,,,0.7551,122.568,,73.45,4255.1,491.97,,1223.8,0.3267,0.8739,337.87,,1609.4,160.743,97.645,14.0736,,,1.5324,10.703,21.104,3297.8,61.731,1465.97,2616.36,8.537,,,38.272,16.55,775.851,,4.7498,75.664,14.019,,31.6,,,1.54151,0.4103,1.066,3.504,3.3582,53.608,111.74,4.3304,5812.39,3.8851,,123.44,63.157,879.38,3.9999,8.2893,14.548,7.1285,9.606,1.5059,0.8725,,8054.79,615.76,8.0088,,,,,14.0555,37.684,8.561,3.7326,2.4325,2.4405,3.9777,7.1651,33.156,2379.42,28.6397,3834.6,1.067,30.3,3710.36,10.65,,24284.0,117.79,,655.957,,,2.8805,,0.7871,,,266.7,14.0343,,,
2017-03-12,,,,,,,,,,,,2.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0082,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9526,,,,,,9.1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,,71.084,132.4,,1.9083,,16.523,1.40779,1.9164,,1.9454,2.0858,85.49,1.95583,,1821.61,1.064,1.5058,7.27,,1.0667,,71.22,11.1294,2.0334,,2.1455,1.43264,1418.83,1.0732,0.02635,710.09,,7.3619,3173.02,595.45,1.0603,,,27.0033,189.81,7.4337,,117.919,18.9085,16.37,24.4058,1,2.2312,0.8697,0.8722,2.6831,,4.8921,,47.576,9733.3,7.838,219.72,8.2707,25.022,7.4266,73.6,311.96,14220.0,3.9009,,70.5032,,34558.6,118.257,,,0.7541,122.428,,73.85,4243.9,491.97,,1220.4,0.3254,0.8723,338.97,,1606.3,,96.395,14.0034,,,1.5231,10.703,20.989,3372.5,61.38,1456.8,2610.34,8.5182,,,38.156,16.45,774.467,20.8923,4.7366,75.521,13.965,,31.52,9.12205,,1.54017,0.4095,1.064,3.493,3.3813,53.567,111.58,4.3284,5804.32,3.8779,,123.5666,62.589,877.66,3.9934,8.2733,14.385,7.1148,9.5217,1.5073,0.8672,,8039.54,614.58,7.9937,,,,,14.0019,37.57,8.6524,3.7262,2.4477,2.4421,3.9845,7.1723,32.988,2375.98,28.7773,3822.0,1.06515,30.22,3760.54,10.63,,24280.0,115.04,,655.957,,,2.8752,,0.789,,,266.2,13.9786,,,
2017-03-14,,70.721,,,1.887,,16.485,1.40342,1.9082,,1.9471,2.0787,85.15,1.95583,,1803.95,1.0595,1.5005,7.24,,1.0622,,70.38,11.1199,2.0249,,2.1365,1.43008,1407.54,1.07122,0.02635,709.9,,7.3339,3170.79,592.86,1.0557,,,27.0039,189.23,7.43342,,117.661,19.2258,16.301,24.2918,1,2.2212,0.8704,0.87291,2.6681,,4.8768,,47.363,9849.2,7.807,217.56,8.2393,24.842,7.4253,73.29,311.15,14221.0,3.888,,69.7818,,34416.1,119.062,,,0.7503,121.675,,73.69,4227.1,491.97,,1217.4,0.3241,0.8685,337.31,,1599.5,161.323,98.111,13.9878,,,1.5154,10.685,20.88,3319.1,61.375,1454.9,2600.4,8.4853,,,38.006,16.39,771.214,20.85793,4.7198,75.202,13.943,,31.41,9.13581,,1.53247,0.4079,1.06,3.478,3.3661,53.377,111.16,4.3166,5791.34,3.8614,,123.5109,62.718,873.92,3.977,8.2671,14.373,7.0848,9.51247,1.5018,0.8679,,7888.97,614.14,7.96,,,,,13.9895,37.401,8.632,3.7157,2.4374,2.4334,3.968,7.1426,32.862,2367.03,28.6348,3811.2,1.06087,30.02,3739.3,10.59,,24178.0,114.71,,655.957,,,2.8626,,0.7882,,,265.07,13.9463,,,
2017-03-15,,71.573,132.5,,1.9226,,16.689,1.3931,1.9309,,1.9507,2.0769,86.1,1.95583,,1825.58,1.0719,1.5036,7.33,,1.0747,,70.11,11.0971,2.0487,,2.1616,1.42682,1434.81,1.07396,0.02655,715.03,,7.4175,3177.45,599.27,1.0678,,,27.0191,191.45,7.43281,,118.854,19.4837,16.492,24.5281,1,2.2475,0.8707,0.87293,2.6369,,4.7731,,47.922,10022.9,7.902,220.67,8.3322,25.248,7.4245,74.07,310.21,14378.0,3.8936,,70.0747,,34824.6,117.498,,,0.7587,121.733,,73.58,4275.7,491.97,,1209.0,0.328,0.8788,341.8,,1618.2,161.71,98.19,13.7364,,,1.5324,10.735,21.104,3345.8,61.383,1475.22,2624.51,8.5829,,,38.485,16.62,780.294,20.65243,4.7731,76.086,13.938,,31.73,9.12493,111.5,1.52993,0.4127,1.072,3.493,3.3632,53.89,112.36,4.3101,5826.65,3.9067,,123.5232,62.598,884.39,4.0228,8.3204,14.495,7.1681,9.52868,1.505,0.8682,,7981.64,620.46,8.0535,,,,,13.9445,37.602,8.6095,3.7547,2.4473,2.4618,3.9433,7.2266,32.777,2394.83,28.9389,3850.6,1.07301,30.34,3778.58,10.71,,24489.0,114.67,,655.957,,,2.8966,,0.7871,,,268.19,13.7602,,,
2017-03-16,,71.846,132.3,,1.9299,,16.723,1.40362,1.9373,1.8543,1.9466,2.0966,85.78,1.95583,,1832.85,1.0761,1.508,7.36,,1.0788,,70.34,11.0384,2.0349,,2.1698,1.43498,1440.27,1.07307,0.02647,712.76,,7.4254,3142.92,600.53,1.0718,,,27.0171,191.75,7.4344,,118.682,19.3932,16.555,24.579,1,2.222,0.8696,0.87179,2.6744,,4.8629,,47.863,10066.4,7.929,222.55,8.3617,25.326,7.4175,74.21,309.63,14416.0,3.9058,,70.4392,,34955.0,117.382,,,0.7625,122.097,,74.3,4270.5,491.97,,1212.3,0.329,0.8819,341.41,,1624.4,163.206,98.564,13.6378,,,1.5379,10.745,21.184,,61.374,1465.75,2635.58,8.6135,,,38.556,16.64,783.178,20.7286,4.7827,76.376,13.723,,31.8,9.1599,112.1,1.54259,0.4142,1.076,3.5,3.3953,53.904,112.77,4.308,5930.12,3.9218,,123.5258,62.17,887.91,4.0373,8.3239,14.452,7.1954,9.49145,1.5088,0.8671,,8062.65,619.98,8.0841,,,,,13.6971,37.576,8.7053,3.761,2.4395,2.4714,3.9089,7.253,32.886,2402.87,29.1568,3863.2,1.07713,30.42,3776.34,10.75,,24523.0,115.42,,655.957,,,2.9067,,0.791,,,269.21,13.7539,,,
2017-03-17,,71.601,132.3,,1.9099,,16.696,1.39109,1.9332,1.8524,1.9481,,86.15,1.95583,,1833.56,1.0724,1.5038,7.34,,1.0751,,70.43,11.0573,2.0226,,2.1624,1.42841,1437.51,1.07171,0.02638,710.71,,7.4075,3128.0,597.78,1.0686,,,,191.52,7.43067,,118.193,19.448,16.499,24.669,1,2.2344,0.8641,0.8659,2.6962,,4.8501,,47.998,10032.1,7.891,220.2,8.3408,25.237,7.4004,73.95,308.43,14364.0,3.8978,,70.2959,,34836.0,116.948,,,0.7599,121.018,,74.64,4271.4,491.97,,1209.9,0.3277,0.8792,338.65,,1618.7,163.672,98.228,13.6652,,,1.5327,10.733,21.047,,61.358,1469.35,2626.6,8.5925,,,38.339,16.63,780.349,,4.7621,76.116,13.646,,31.91,,112.92,1.5267,0.4128,1.072,3.489,3.3991,53.904,112.45,4.2769,5941.98,3.908,,123.5493,61.533,885.0,4.0269,8.3479,14.403,7.1708,9.489,1.503,0.8616,,8045.92,623.28,8.0566,,,,,13.6719,37.362,8.753,3.7706,2.4545,2.4755,3.9068,7.2181,32.805,2393.61,28.9823,3852.1,1.07338,30.28,3791.78,10.71,,24452.0,117.01,,655.957,,,2.8976,,0.7913,,,268.29,13.6544,,,
2017-03-19,,,,,,,,,,,,2.0987,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0162,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.501,,,,,,9.09002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,,71.615,,,1.9129,,16.783,1.38882,1.9319,,1.9493,2.1022,86.25,1.95583,,1827.5,1.0722,1.4983,7.29,,1.0753,,,,2.0176,,2.1628,1.43189,1438.28,1.07224,0.0263,708.81,,7.4108,3122.06,595.0,1.0693,,,27.0167,191.13,7.43477,,118.426,19.4978,16.48,24.4377,1,2.2308,0.8661,0.86852,2.6667,,4.7984,,48.026,9900.0,7.875,221.49,8.3346,25.261,7.401,73.82,308.25,14334.0,3.8863,,70.17,,34840.6,116.87,,,0.7602,120.785,,,4256.3,491.97,,1194.1,0.3277,0.8792,338.58,,1618.8,163.395,99.321,13.5675,,,1.533,10.735,21.041,,61.368,1472.86,2632.48,8.5846,,,38.357,16.58,780.501,20.4044,4.7533,76.131,13.552,,31.72,9.1051,,1.52258,0.4129,1.072,3.48,3.4033,53.786,112.48,4.2645,5946.06,3.9091,,123.466,61.514,885.16,4.0249,8.3391,14.225,7.1722,9.47432,1.4994,0.8636,,7787.62,621.86,8.0582,,,,,13.6585,37.172,,3.7627,2.4559,2.475,3.8818,7.22,32.762,2395.15,28.9773,3861.5,1.07338,30.26,3781.2,10.72,,24465.0,114.54,,655.957,,,2.8977,,0.7919,,,268.34,13.5701,,,
2017-03-21,,72.069,132.3,,1.9251,,16.881,1.40749,1.944,,1.9538,2.1135,86.83,1.95583,,1839.55,1.0805,1.5119,7.39,,1.0821,,,,2.0196,,2.1765,1.44367,1447.34,1.07401,0.02642,711.89,,7.4417,3144.33,601.71,1.0762,,,27.0173,192.78,7.4366,,119.19,19.6387,16.585,24.768,1,2.2347,0.8641,0.86651,2.6663,,4.8386,,48.29,10035.4,7.916,223.24,8.3961,25.368,7.4005,74.22,308.25,14432.0,3.9248,,70.7982,,35061.4,118.259,,,0.7641,120.555,,,4299.9,491.97,,1213.0,0.3292,0.8847,340.73,,1629.5,164.134,97.789,13.6974,,,1.5396,10.763,21.099,3537.2,61.377,1481.11,2649.16,8.6515,,,38.193,16.64,785.523,20.65813,4.7802,73.982,13.686,,31.97,9.15544,,1.53495,0.4162,1.081,3.504,3.422,54.234,113.26,4.2763,5996.77,3.936,,123.5967,62.304,890.92,4.0533,8.4233,14.531,7.2155,9.51199,1.5126,0.8616,,8154.41,625.64,8.1093,,,,,13.6974,37.503,8.7661,3.779,2.4439,2.4836,3.9275,7.273,33.002,2411.41,29.1501,3886.0,1.08117,30.43,3813.85,10.8,,24610.0,118.32,,655.957,,,2.9159,,0.7934,,,270.34,13.7011,,,
2017-03-22,,72.003,,,1.9341,,16.865,1.4071,1.9423,,1.9443,2.1091,86.16,1.95583,,1838.01,1.0785,1.5088,7.34,,1.0811,,70.35,11.0612,2.0286,,2.1746,1.4391,1454.12,1.07045,0.0265,713.78,,7.4234,3148.06,599.57,1.0753,,,27.0035,192.31,7.4379,,118.943,19.6011,16.57,24.7362,1,2.2362,0.8631,0.8652,2.6447,,4.803,,48.275,9983.8,7.909,223.37,8.3816,25.377,7.4065,73.85,308.46,14384.0,3.9307,,70.6694,,35029.6,119.157,,,0.7631,120.128,,74.61,4282.4,491.97,,1203.8,0.3292,0.8839,340.42,,1628.0,163.676,99.86,13.5566,,,1.5406,10.761,21.004,3502.6,61.379,1479.77,2645.68,8.6343,,,38.619,16.79,784.811,20.52243,4.7791,76.544,13.535,,32.02,9.1334,,1.53189,0.4151,1.079,3.501,3.4231,54.245,112.99,4.2786,5999.01,3.9303,,123.5226,62.324,890.2,4.0469,8.4012,14.559,7.2112,9.4962,1.5099,0.8606,,7802.87,626.22,8.1019,,,,,13.63,37.291,,3.7879,2.4425,2.4894,3.9064,7.2592,32.948,2409.23,29.1668,3873.8,1.07936,30.38,3843.66,10.77,,24580.0,115.53,,655.957,,,2.9132,,0.7936,,,269.8,13.5623,,,
2017-03-23,,71.844,132.3,,1.9313,,16.826,1.41323,1.94,,1.9523,2.1087,86.59,1.95583,,1835.61,1.0769,1.5076,7.33,,1.0796,,70.52,10.9684,2.0256,,2.1714,1.43987,1453.07,1.07097,0.02651,714.69,,7.4228,3141.32,597.37,1.0733,,,27.0172,192.14,7.4377,,118.571,19.6264,16.546,24.748,1,2.2336,0.8588,0.86136,2.643,,4.6838,,48.216,10078.8,7.902,225.19,8.3746,25.323,7.4185,73.6,308.96,14358.0,3.9355,,70.566,,34978.4,119.922,,,0.7623,119.715,,74.48,4274.7,491.97,,1207.8,0.3287,0.883,339.92,,1625.5,163.916,97.557,13.4887,,,1.5288,10.749,20.919,3482.0,61.203,1475.45,2643.96,8.6243,,,38.444,16.74,783.662,20.42633,4.7743,76.432,13.399,,31.94,9.15309,112.78,1.53466,0.4145,1.077,3.495,3.4036,54.359,112.87,4.2641,6050.27,3.9245,,123.5566,61.86,889.09,4.0423,8.391,14.714,7.2006,9.52047,1.5088,0.8563,,7799.0,625.48,8.09,,,,,13.5028,37.26,,3.7731,2.4351,2.4859,3.9174,7.2597,32.882,2406.78,29.3074,3868.1,1.07822,30.32,3849.76,10.76,,24562.0,115.74,,655.957,,,2.9102,,0.7918,,,269.41,13.4365,,,
2017-03-24,,71.924,132.4,,1.9208,,16.844,1.41412,1.9451,,1.9511,,86.71,1.95583,,1838.64,1.0786,1.5089,7.39,,1.0812,,70.44,10.9467,2.018,,2.1748,1.44231,1454.31,1.07015,0.02643,712.5,,7.4285,3129.01,600.35,1.0754,,,,192.17,7.43849,,118.871,19.6356,16.572,24.7721,1,2.2473,0.8633,0.86579,2.6389,,4.6943,,48.344,9973.9,7.919,221.46,8.3897,25.33,7.4169,73.72,309.5,14383.0,3.9252,,70.6447,,35032.9,119.22,,,0.7632,120.184,,74.43,4306.5,491.97,,1204.4,0.3292,0.8842,342.05,,1628.4,164.003,98.789,13.4573,,,1.5312,10.759,21.017,3472.0,61.396,1476.67,2651.32,8.6428,,,38.472,16.75,784.905,,4.7774,76.551,13.401,,32.06,,,1.5323,0.4152,1.079,3.501,3.4212,54.216,113.04,4.2637,6097.52,3.9306,,123.5232,61.074,890.47,4.0478,8.4124,14.736,7.2118,9.5171,1.5085,0.8608,,8098.38,627.19,8.1026,,,,,13.4585,37.311,,3.7938,2.4416,2.4896,3.9057,7.2707,32.826,2407.29,29.3855,3872.0,1.0795,30.35,3858.38,10.77,,24595.0,115.89,,655.957,,,2.9142,,0.7927,,,269.83,13.4727,,,
2017-03-26,,,,,,,,,,,,2.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0172,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36673,,,,,,9.17309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,,72.434,132.3,,1.9457,,16.946,1.42544,1.954,1.8657,1.9499,2.1248,87.21,1.95583,,1850.04,1.0852,1.513,7.38,,1.0876,,70.82,10.9647,2.0299,,2.1876,1.4538,1461.83,1.07065,0.02678,722.14,,7.4625,3175.41,600.87,1.0815,,,27.0039,193.33,7.4395,,119.213,19.6594,16.691,24.9402,1,2.2587,0.8625,0.86494,2.6562,,4.7233,,49.087,10136.9,7.962,224.72,8.4387,25.414,7.4325,74.07,308.76,14449.0,3.9229,,70.5931,,35234.5,119.578,,,0.7691,120.181,,74.74,4308.6,491.97,,1205.2,0.3309,0.8896,342.54,,1636.6,165.416,99.37,13.921,,,1.5353,10.787,21.075,3480.8,61.637,1485.35,2662.57,8.6912,,,38.513,16.86,789.753,20.497,4.7903,77.001,13.828,,32.19,9.21874,,1.54175,0.4182,1.085,3.517,3.4473,54.436,113.71,4.2469,6149.66,3.9551,,123.5408,61.759,896.27,4.0741,8.4477,14.82,7.2543,9.54685,1.5141,0.86,,8146.0,634.41,8.1503,,,,,13.8526,37.298,,3.8058,2.4817,2.4776,3.9225,7.3121,32.848,2424.37,29.5692,3906.8,1.08647,30.89,3938.56,10.84,,24727.0,116.6,,655.957,,,2.9322,,0.7965,,,271.41,13.8395,,,
